"Server Name","User ID","Session ID","Client Name","Hour"
"SVAAODCWTS142","VAA\517323","13","L5CG61956T1","14"
"SVAAODCWTS142","VAA\444086","6","L2R3DL02","14"
"SVAARTWWTS185","VAA\316758","6","01HW594996","14"
"SVAARTWWTS185","VAA\311018","17","DELGG708VAA004","14"
"SVAARTWWTS185","VAA\309692","5","BOMWVIR0025614","14"
"SVAARTWWTS185","VAA\310922","11","DELGG707VAA075","14"
"SVAARTWWTS185","VAA\309614","1","PNQWVAA0026830","14"
"SVAARTWWTS185","VAA\315160","2","DELGG707VAA009","14"
"SVAARTWWTS185","VAA\316228","14","VSVAASRYAPP2897","14"
"SVAARTWWTS185","VAA\310831","15","DELGG708VAA102","14"
"SVAARTWWTS185","VAA\310839","7","DELGG708VAA083","14"
"SVAARTWWTS185","VAA\447826","10","L5CG7433XYB","14"
"SVAARTWWTS185","VAA\310816","4","DELGG707VAA002","14"
"SVAARTWWTS181","VAA\311043","25","DELGG708VAA055","14"
"SVAARTWWTS181","VAA\309563","21","BOMWVIR0025653","14"
"SVAARTWWTS181","VAA\309543","30","BOMWVIR0025613","14"
"SVAARTWWTS181","VAA\309612","32","PNQWVAA0024880","14"
"SVAARTWWTS181","VAA\310335","31","DELGG707VAA018","14"
"SVAARTWWTS181","VAA\309457","14","BOMWVIR0025583","14"
"SVAARTWWTS181","VAA\309562","1","BOMWVIR0025688","14"
"SVAARTWWTS181","VAA\316627","22","BOMWVA00001607","14"
"SVAARTWWTS181","VAA\309452","20","BOMWVIR0027018","14"
"SVAARTWWTS181","VAA\309452","34","BOMWVIR0027018","14"
"SVAARTWWTS181","VAA\309902","19","BOMWRRG0025726","14"
"SVAARTWWTS181","VAA\JFKENGUS","16","D1140YW9","14"
"SVAARTWWTS196","VAA\017105","2","L5CG5500S0C","14"
"SVAARTWWTS196","VAA\400929","7","L5CG629686B","14"
"SVAARTWWTS196","VAA\038634","1","L5CG6273VWW","14"
"SVAARTWWTS196","VAA\469507","8","DCZC1416D1N","14"
"SVAARTWWTS186","VAA\037090","2","L5CG6165N78","14"
"SVAARTWWTS186","VAA\060072","8","DCZC5501PST","14"
"SVAARTWWTS186","VAA\301346","10","BOMWVIR0025551","14"
"SVAARTWWTS186","VAA\442450","3","DCZC6268R52","14"
"SVAARTWWTS193","À\Â","22","Ä","14"
"SVAARTWWTS193","À\Â","25","Ä","14"
"SVAARTWWTS193","VAA\310840","15","DELGG708VAA026","14"
"SVAARTWWTS193","VAA\315160","1","DELGG707VAA009","14"
"SVAARTWWTS193","VAA\315076","11","DELGG708VAA074","14"
"SVAARTWWTS193","VAA\315823","9","DELGG708VAA003","14"
"SVAARTWWTS193","VAA\317128","6","DELGG708VAA017","14"
"SVAARTWWTS193","VAA\310955","10","DELGG707VAA064","14"
"SVAARTWWTS193","VAA\316470","20","DELGG708VAA052","14"
"SVAARTWWTS193","VAA\316276","18","01HW454993","14"
"SVAARTWWTS193","VAA\316316","17","SONY-PC","14"
"SVAARTWWTS193","VAA\310319","7","DELGG707VAA077","14"
"SVAARTWWTS193","VAA\316956","14","DELGG708VAA080","14"
"SVAARTWWTS193","VAA\317285","16","01HW993492","14"
"SVAARTWWTS193","VAA\311003","12","01HW834284","14"
"SVAARTWWTS193","VAA\316228","19","VSVAASRYAPP2897","14"
"SVAARTWWTS184","VAA\310965","11","DELGG708VAA010","14"
"SVAARTWWTS184","VAA\309511","1","BOMWVIR0025702","14"
"SVAARTWWTS184","VAA\309670","7","BOMWVIR0025699","14"
"SVAARTWWTS184","VAA\309724","3","BOMWVIR0025635","14"
"SVAARTWWTS184","VAA\309679","8","BOMWVIR0025690","14"
"SVAARTWWTS184","VAA\309692","2","BOMWVIR0025614","14"
"SVAARTWWTS184","VAA\316321","6","LCNU3499K0H","14"
"SVAARTWWTS184","VAA\315762","13","PNQWVAA0024879","14"
"SVAARTWWTS184","VAA\509203","4","L5CG7344MWY","14"
"SVAARTWWTS184","VAA\508984","9","L5CG6273VW3","14"
"SVAARTWWTS184","VAA\309741","5","BOMWVIR0025661","14"
"SVAARTWWTS184","VAA\309770","10","BOMWVIR0025660","14"
"SVAARTWWTS184","VAA\309741","14","BOMWVIR0025661","14"
"SVAARTWWTS184","VAA\309741","15","BOMWVIR0025661","14"
"SVAARTWWTS188","VAA\309322","15","BOMWVIR0025652","14"
"SVAARTWWTS188","VAA\038328","4","L2R3TD86","14"
"SVAARTWWTS188","VAA\309275","7","CLP04","14"
"SVAARTWWTS188","VAA\410594","2","L5CG6313FHZ","14"
"SVAARTWWTS188","VAA\309666","3","BOMWVIR0025574","14"
"SVAARTWWTS188","VAA\309693","5","BOMWVIR0025677","14"
"SVAARTWWTS188","VAA\309750","6","BOMWVIR0025700","14"
"SVAARTWWTS188","VAA\309761","8","BOMWVIR0025654","14"
"SVAARTWWTS188","VAA\309761","10","BOMWVIR0025654","14"
"SVAARTWWTS188","VAA\309706","9","BOMWVIR0025630","14"
"SVAARTWWTS188","VAA\015647","11","L5CG6313DG7","14"
"SVAARTWWTS188","VAA\022103","12","L5CG6373V6Z","14"
"SVAARTWWTS188","VAA\022103","13","L5CG6373V6Z","14"
"SVAAODCWTS135","VAA\316528","8","DELGG707VAA089","14"
"SVAAODCWTS135","VAA\310921","11","DELGG707VAA079","14"
"SVAAODCWTS135","VAA\317342","13","DELGG708VAA125","14"
"SVAAODCWTS135","VAA\317290","18","DELGG707VA009","14"
"SVAAODCWTS135","VAA\311047","19","DELGG707VAA105","14"
"SVAAODCWTS135","VAA\311033","23","DELGG707VAA015","14"
"SVAAODCWTS135","VAA\316977","3","DELGG707VAA118","14"
"SVAAODCWTS135","VAA\311077","16","DELGG707VAA028","14"
"SVAAODCWTS135","VAA\310817","12","L5CG6224L9P","14"
"SVAAODCWTS135","VAA\Jfkengus","5","D1140YW9","14"
"SVAAODCWTS135","VAA\315207","20","01HW290961","14"
"SVAAODCWTS135","VAA\022103","14","L5CG6373V6Z","14"
"SVAAODCWTS135","VAA\311061","22","01HW906108","14"
"SVAAODCWTS137","VAA\309688","5","BOMWVIR0025686","14"
"SVAAODCWTS137","VAA\317198","3","BOMWVIR0025634","14"
"SVAAODCWTS137","VAA\309694","12","BOMWVIR0025567","14"
"SVAAODCWTS137","VAA\309667","6","BOMWVIR0025674","14"
"SVAAODCWTS137","VAA\309748","7","BOMWVIR0025655","14"
"SVAAODCWTS137","VAA\309753","1","BOMWVIR0025701","14"
"SVAAODCWTS137","VAA\491868","2","L5CG7516MZM","14"
"SVAAODCWTS137","VAA\309700","4","BOMWVIR0025672","14"
"SVAAODCWTS137","VAA\505145","8","L5CG6313G83","14"
"SVAAODCWTS137","VAA\309705","9","BOMWVIR0025632","14"
"SVAAODCWTS137","VAA\309705","10","BOMWVIR0025632","14"
"SVAARTWWTS187","VAA\071040","2","DCZC33160Y1","14"
"SVAARTWWTS187","VAA\469827","1","DCZC141603P","14"
"SVAARTWWTS187","VAA\404212","8","L5CG7516MPX","14"
"SVAARTWWTS187","VAA\071145","9","DCZC3265T4M","14"
"SVAARTWWTS187","VAA\070860","11","DCZC0072BHL","14"
"SVAARTWWTS187","VAA\480187","14","DCZC0066QN2","14"
"SVAARTWWTS187","VAA\400908","13","L5CG6373V9W","14"
"SVAARTWWTS187","VAA\476768","18","L5CG6125VZ2","14"
"SVAARTWWTS187","VAA\456989","6","L5CG6300C8L","14"
"SVAARTWWTS187","VAA\070141","20","LCNU431BPZL","14"
"SVAARTWWTS187","VAA\401761","19","L5CG6313FQT","14"
"SVAARTWWTS187","VAA\407249","17","DCZC11057VP","14"
"SVAARTWWTS187","VAA\400699","7","L5CG6441BW0","14"
"SVAARTWWTS187","VAA\lhrhgr18","10","DCZC12582VP11","14"
"SVAARTWWTS187","VAA\501480","15","L5CG6023P8F","14"
"SVAARTWWTS187","VAA\015175","12","DCZC32961JY","14"
"SVAARTWWTS187","VAA\412014","16","DCZC11057MM","14"
"SVAARTWWTS187","VAA\419877","21","DCZC3323PG8","14"
"VSVAAKNTWTS459","VAA\A311022","0","VSVAASRYWTS2787","14"
"VSVAAKNTWTS459","VAA\315297","4","WJFKCRGO00034","14"
"VSVAAKNTWTS459","VAA\317357","8","WATLCAMP02016","14"
"VSVAAKNTWTS459","VAA\COOKD","10","WBOSCRGO00029","14"
"VSVAAKNTWTS459","VAA\039108","1","L5CG6171W37","14"
"SVAARTWWTS180","VAA\317255","23","DELGG707VAA004","14"
"SVAARTWWTS180","VAA\311018","31","DELGG708VAA004","14"
"SVAARTWWTS180","VAA\309693","19","BOMWVIR0025677","14"
"SVAARTWWTS180","VAA\309667","18","BOMWVIR0025674","14"
"SVAARTWWTS180","VAA\309735","2","BOMWVIR0025665","14"
"SVAARTWWTS180","VAA\434931","17","L5CG5102230","14"
"SVAARTWWTS180","VAA\434931","21","L5CG5102230","14"
"SVAARTWWTS180","VAA\310855","15","DELGG707VAA011","14"
"SVAARTWWTS180","VAA\309922","29","BOMWVA00001719","14"
"SVAARTWWTS180","VAA\446006","7","LCNU420BGV3","14"
"SVAARTWWTS180","VAA\446006","30","LCNU420BGV3","14"
"SVAARTWWTS180","VAA\311629","25","IGTGGN2WOW31","14"
"SVAARTWWTS180","VAA\316077","26","GUR230B650","14"
"SVAARTWWTS189","VAA\316908","14","CLP07","14"
"SVAARTWWTS189","VAA\315622","2","DELGG708VAA050","14"
"SVAARTWWTS189","VAA\309670","3","BOMWVIR0025699","14"
"SVAARTWWTS189","VAA\309667","12","BOMWVIR0025674","14"
"SVAARTWWTS189","VAA\316289","7","01HW1105295","14"
"SVAARTWWTS189","VAA\310855","8","DELGG707VAA011","14"
"SVAARTWWTS189","VAA\310860","17","L5CG5161682","14"
"SVAARTWWTS189","VAA\310336","19","DELGG707VAA031","14"
"SVAARTWWTS189","VAA\409464","15","L5CG6125WL9","14"
"SVAARTWWTS189","VAA\505824","1","L5CG61638RR","14"
"SVAARTWWTS189","VAA\020459","10","LCNU426BX1D","14"
"SVAARTWWTS189","VAA\019744","6","LCNU426BX26","14"
"SVAARTWWTS189","VAA\019744","9","LCNU426BX26","14"
"SVAAODCWTS144","VAA\309917","2","BOMWVA00001601","14"
"SVAAODCWTS144","VAA\508984","4","L5CG6273VW3","14"
"SVAAODCWTS144","VAA\509263","1","L5CG6313HS1","14"
"SVAAODCWTS127","VAA\316093","2","DELGG708VAA063","14"
"SVAAODCWTS127","VAA\317349","3","DELGG708VAA121","14"
"SVAAODCWTS127","VAA\310927","4","DELGG708VAA105","14"
"SVAAODCWTS127","VAA\311067","5","01HW393374","14"
"SVAAODCWTS126","VAA\442991","4","L5CG725183H","14"
"SVAAODCWTS126","VAA\071131","10","L5CG7344MSB","14"
"SVAAODCWTS126","VAA\071046","13","L5CG64635X3","14"
"SVAAODCWTS126","VAA\480427","6","DCZC1416CZS","14"
"SVAAODCWTS126","VAA\501649","17","L5CG6042WC4","14"
"SVAAODCWTS126","VAA\400061","12","DCZC43108BJ","14"
"SVAAODCWTS126","VAA\070725","1","DCZC3288PFF","14"
"SVAAODCWTS126","VAA\lhrline5","11","DCZC3265T36","14"
"SVAAODCWTS126","VAA\071118","8","DCZC11057T4","14"
"SVAAODCWTS126","VAA\070547","7","DCZC0485Y58","14"
"SVAAODCWTS126","VAA\309917","5","BOMWVA00001601","14"
"SVAAODCWTS126","VAA\413496","2","L5CG6224L47","14"
"SVAAODCWTS126","VAA\411578","3","L5CG725184W","14"
"SVAAODCWTS126","VAA\511143","18","L5CG7433Y1H","14"
"SVAAODCWTS126","VAA\071186","14","DCZC32961KG","14"
"SVAAODCWTS126","VAA\453829","19","L5CG6441BXJ","14"
"SVAAODCWTS126","VAA\490669","15","LCNU428D537","14"
"SVAAODCWTS126","VAA\315259","16","TECH-190","14"
"SVAAODCWTS126","VAA\070308","20","LCNU431BQ2L","14"
"SVAARTWWTS190","VAA\309688","1","BOMWVIR0025686","14"
"SVAARTWWTS190","VAA\433407","3","MAT-PC","14"
"SVAARTWWTS190","VAA\505403","4","L5CG6165N4W","14"
"SVAARTWWTS190","VAA\505145","2","L5CG6313G83","14"
"SVAAODCWTS145","VAA\asharmav","0","SVAAODCWTS1544","14"
"SVAAODCWTS134","VAA\309688","75","BOMWVIR0025686","14"
"SVAAODCWTS134","VAA\309679","99","BOMWVIR0025690","14"
"SVAAODCWTS134","VAA\309902","106","BOMWRRG0025726","14"
"SVAAODCWTS134","VAA\503405","98","L5CG80704KR","14"
"SVAAODCWTS134","VAA\316289","83","01HW1105295","14"
"SVAAODCWTS134","VAA\309452","104","BOMWVIR0027018","14"
"SVAAODCWTS134","VAA\309902","89","BOMWRRG0025726","14"
"SVAAODCWTS134","VAA\311630","80","IGTGGN2SAA012","14"
"SVAAODCWTS134","VAA\311629","96","IGTGGN2WOW31","14"
"SVAAODCWTS134","VAA\311629","100","IGTGGN2WOW31","14"
"SVAAODCWTS134","VAA\309705","102","BOMWVIR0025632","14"
"SVAAODCWTS134","VAA\310865","92","DELGG708VAA008","14"
"SVAAODCWTS134","VAA\309706","105","BOMWVIR0025630","14"
"SVAAOFFWTS25","VAA\akaurn1","7","VSVAASRYWTS2771","14"
"SVAAOFFWTS25","VAA\517863","5","L5CG6224L2B","14"
"SVAAOFFWTS25","VAA\037757","1","L5CG6125WKM","14"
"SVAAOFFWTS25","VAA\498529","2","L5CG6313FP4","14"
"SVAAODCWTS147","VAA\309715","45","BOMWVIR0025618","14"
"SVAAODCWTS147","VAA\316183","46","DELGG708VAA020","14"
"SVAAODCWTS147","VAA\309694","49","BOMWVIR0025567","14"
"SVAAODCWTS147","VAA\309902","43","BOMWRRG0025726","14"
"SVAAODCWTS147","VAA\309902","34","BOMWRRG0025726","14"
"SVAAODCWTS147","VAA\315648","37","BOMWRRG0025727","14"
"SVAAODCWTS147","VAA\316758","51","01HW594996","14"
"SVAAODCWTS147","VAA\413234","48","L5CG6313FS9","14"
"SVAAODCWTS147","VAA\309668","15","BOMWVIR0025596","14"
"SVAAODCWTS147","VAA\309761","40","BOMWVIR0025654","14"
"SVAAODCWTS147","VAA\311077","30","DELGG707VAA028","14"
"SVAAODCWTS147","VAA\316947","36","DELGG707VAA093","14"
"SVAARTWWTS731","VAA\431551","1","VSVAASRYWTS2607","14"
"SVAARTWWTS731","VAA\494872","4","VSVAASRYWTS2608","14"
"SVAARTWWTS731","VAA\410955","5","VSVAASRYWTS2636","14"
"SVAARTWWTS731","VAA\505964","7","VSVAASRYWTS2477","14"
"SVAARTWWTS731","VAA\404227","10","L5CG6224LM2","14"
"SVAARTWWTS731","VAA\070107","12","VSVAASRYWTS2607","14"
"SVAARTWWTS731","VAA\496515","14","VSVAASRYWTS2607","14"
"SVAARTWWTS731","VAA\070783","11","LCND6163CLM","14"
"SVAARTWWTS731","VAA\a309020","16","VSVAAKNTAPP695","14"
"SVAARTWWTS731","VAA\071062","17","VSVAASRYWTS2477","14"
"SVAARTWWTS731","VAA\405290","18","VSVAASRYWTS2607","14"
"SVAARTWWTS731","VAA\401355","20","VSVAASRYWTS2477","14"
"SVAARTWWTS731","VAA\412611","27","VSVAASRYWTS2636","14"
"SVAARTWWTS731","VAA\a309019","24","VSVAAKNTAPP695","14"
"SVAARTWWTS731","VAA\440739","22","VSVAASRYWTS2636","14"
"SVAARTWWTS731","VAA\401210","30","VSVAASRYWTS2636","14"
"SVAARTWWTS731","VAA\070968","31","VSVAASRYWTS2607","14"
"SVAARTWWTS731","VAA\410955","32","VSVAASRYWTS2608","14"
"SVAARTWWTS731","VAA\440739","34","VSVAASRYWTS2636","14"
"SVAARTWWTS731","VAA\401212","36","VSVAASRYWTS2608","14"
"SVAARTWWTS731","VAA\401355","35","VSVAASRYWTS2608","14"
"VSVAAKNTWTS925","VAA\317135","5960","DELGG708VAA031","14"
"VSVAAKNTWTS925","VAA\316093","5961","DELGG708VAA063","14"
"VSVAAKNTWTS925","VAA\317352","5962","DELGG708VAA120","14"
"VSVAAKNTWTS925","VAA\317349","5963","DELGG708VAA121","14"
"VSVAAKNTWTS925","VAA\317298","5965","DELGG708VAA116","14"
"VSVAAKNTWTS925","VAA\315308","5966","DELGG708VAA015","14"
"VSVAAKNTWTS925","VAA\310927","5967","DELGG708VAA105","14"
"VSVAAKNTWTS925","VAA\317300","5968","01HW181448","14"
"VSVAAKNTWTS925","VAA\309687","5970","BOMWVIR0025612","14"
"VSVAAKNTWTS925","VAA\315622","5971","DELGG708VAA050","14"
"VSVAAKNTWTS925","VAA\311070","5972","01HW834477","14"
"VSVAAKNTWTS925","VAA\315823","5975","VSVAASRYWTS2771","14"
"VSVAAKNTWTS925","VAA\316160","5976","VSVAASRYWTS2771","14"
"VSVAAKNTWTS925","VAA\316956","5977","VSVAASRYWTS2771","14"
"VSVAAKNTWTS927","VAA\310840","1239","DELGG708VAA026","14"
"VSVAAKNTWTS927","VAA\316975","1245","BOMWVIR0025679","14"
"VSVAAKNTWTS927","VAA\309668","1247","BOMWVIR0025596","14"
"VSVAAKNTWTS927","VAA\309761","1248","BOMWVIR0025654","14"
"VSVAAKNTWTS927","VAA\317249","1251","DELGG708VAA114","14"
"VSVAASRYWTS2191","VAA\316464","1","LGWCARGO02","14"
"VSVAASRYWTS2191","VAA\EDWARL","6","LHRCPCS01","14"
"VSVAASRYWTS2191","VAA\447666","2","L5CG6023P7Z","14"
"VSVAASRYWTS2191","VAA\462488","8","L5CG81539JG","14"
"VSVAASRYWTS2191","VAA\448268","11","LCNU3499K0T","14"
"VSVAASRYWTS2191","VAA\ellixn","4","LHRWPCOORD","14"
"VSVAASRYWTS2191","VAA\niebom","5","KASSPLWS67","14"
"VSVAASRYWTS2191","VAA\405208","9","L5CG6334LQC","14"
"VSVAASRYWTS2191","VAA\311067","12","01HW393374","14"
"VSVAASRYWTS2191","VAA\504983","13","L5CG43312PG","14"
"VSVAASRYWTS2191","VAA\valcojb","3","WJFKCRGO00032","14"
"VSVAASRYWTS2191","VAA\465367","10","L5CG5301DCK","14"
"VSVAASRYWTS2608","VAA\071131","3","L5CG7344MSB","14"
"VSVAASRYWTS2608","VAA\499568","1","L5CG7450YZL","14"
"VSVAASRYWTS2608","VAA\lhrhgr18","5","DCZC12582VP11","14"
"VSVAASRYWTS2608","VAA\lgwhgr5","6","DCZC32577NM","14"
"VSVAASRYWTS2608","VAA\401212","4","L5CG6171W9C","14"
"VSVAASRYWTS2608","VAA\lhrhgr14","7","DCZC14178KT","14"
"VSVAASRYWTS2465","VAA\408681","7","DCZC6398KPZ","14"
"VSVAASRYWTS2465","VAA\400670","9","L5CG6441BXS","14"
"VSVAASRYWTS2465","VAA\412014","10","DCZC11057MM","14"
"VSVAASRYWTS2465","VAA\027282","11","L5CG6441C0Q","14"
"VSVAASRYWTS2465","VAA\401028","14","LCNU406C0JM","14"
"VSVAASRYWTS2465","VAA\454929","15","LAPTOP-ERIKA","14"
"VSVAASRYWTS2465","VAA\407061","16","DCZC6398KPT","14"
"VSVAASRYWTS2465","VAA\476768","12","L5CG6125VZ2","14"
"VSVAASRYWTS2465","VAA\033395","18","L5CG7344MXV","14"
